,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
12/22/2015,'000012,国债指数,154.161,154.162,154.053,154.065,154.05,0.111,0.0721,1443359,1474526077
12/21/2015,'000012,国债指数,154.05,154.057,153.848,153.85,153.805,0.245,0.1593,524477,539939518
12/18/2015,'000012,国债指数,153.805,153.826,153.682,153.682,153.667,0.138,0.0898,385804,409005113
12/17/2015,'000012,国债指数,153.667,153.669,153.62,153.628,153.613,0.054,0.0352,197580,207114796
12/16/2015,'000012,国债指数,153.613,153.684,153.608,153.673,153.658,-0.045,-0.0293,231209,244003455
12/15/2015,'000012,国债指数,153.658,153.658,153.51,153.512,153.497,0.161,0.1049,356561,367535212
12/14/2015,'000012,国债指数,153.497,153.555,153.497,153.555,153.51,-0.013,-0.0085,163523,174080053
12/11/2015,'000012,国债指数,153.51,153.511,153.44,153.441,153.426,0.084,0.0547,116309,121948406
12/10/2015,'000012,国债指数,153.426,153.427,153.41,153.411,153.395,0.031,0.0202,164587,174242524
12/9/2015,'000012,国债指数,153.395,153.395,153.352,153.358,153.342,0.053,0.0346,207282,216781087
12/8/2015,'000012,国债指数,153.342,153.344,153.283,153.284,153.269,0.073,0.0476,516079,530137773
12/7/2015,'000012,国债指数,153.269,153.373,153.267,153.32,153.275,-0.006,-0.0039,224845,237256221
12/4/2015,'000012,国债指数,153.275,153.276,153.222,153.226,153.211,0.064,0.0418,159789,168019330
12/3/2015,'000012,国债指数,153.211,153.216,153.133,153.194,153.179,0.032,0.0209,141293,145429023
12/2/2015,'000012,国债指数,153.179,153.18,153.14,153.146,153.131,0.048,0.0313,71123,74419193
12/1/2015,'000012,国债指数,153.131,153.132,153.088,153.106,153.091,0.04,0.0261,77872,82215416
11/30/2015,'000012,国债指数,153.091,153.114,153.04,153.056,153.011,0.08,0.0523,87256,89990933
11/27/2015,'000012,国债指数,153.011,153.152,153.002,153.142,153.127,-0.116,-0.0758,509357,515027542
11/26/2015,'000012,国债指数,153.127,153.127,152.991,153.013,152.997,0.13,0.085,457541,466870485
11/25/2015,'000012,国债指数,152.997,153.026,152.988,153.016,153.002,-0.005,-0.0033,816515,825234863
11/24/2015,'000012,国债指数,153.002,153.012,152.98,153.002,152.987,0.015,0.0098,394934,408871072
11/23/2015,'000012,国债指数,152.987,152.992,152.983,152.991,152.946,0.041,0.0268,292063,300384920
11/20/2015,'000012,国债指数,152.946,152.946,152.902,152.92,152.905,0.041,0.0268,312647,321100860
11/19/2015,'000012,国债指数,152.905,152.909,152.749,152.867,152.852,0.053,0.0347,178227,185213198
11/18/2015,'000012,国债指数,152.852,152.856,152.83,152.832,152.816,0.036,0.0236,235258,246311868
11/17/2015,'000012,国债指数,152.816,152.823,152.789,152.798,152.783,0.033,0.0216,462648,488550684
11/16/2015,'000012,国债指数,152.783,152.826,152.774,152.807,152.762,0.021,0.0137,317065,332283872
11/13/2015,'000012,国债指数,152.762,152.779,152.741,152.768,152.753,0.009,0.0059,523381,533371413
11/12/2015,'000012,国债指数,152.753,152.763,152.74,152.759,152.744,0.009,0.0059,306070,322173403
11/11/2015,'000012,国债指数,152.744,152.752,152.723,152.741,152.725,0.019,0.0124,667742,680084942
11/10/2015,'000012,国债指数,152.725,152.74,152.705,152.732,152.717,0.008,0.0052,296148,311538887
11/9/2015,'000012,国债指数,152.717,152.82,152.709,152.82,152.777,-0.06,-0.0393,320610,334551660
11/6/2015,'000012,国债指数,152.777,152.788,152.754,152.779,152.764,0.013,0.0085,384149,406527332
11/5/2015,'000012,国债指数,152.764,152.853,152.759,152.849,152.839,-0.075,-0.0491,343327,362508790
11/4/2015,'000012,国债指数,152.839,152.861,152.836,152.858,152.845,-0.006,-0.0039,598782,627229968
11/3/2015,'000012,国债指数,152.845,152.858,152.777,152.858,152.843,0.002,0.0013,131224,137662680
11/2/2015,'000012,国债指数,152.843,152.864,152.804,152.833,152.787,0.056,0.0367,213363,222813814
10/30/2015,'000012,国债指数,152.787,152.793,152.751,152.779,152.764,0.023,0.0151,356780,375972283
10/29/2015,'000012,国债指数,152.764,152.795,152.741,152.793,152.778,-0.014,-0.0092,432657,449538383
10/28/2015,'000012,国债指数,152.778,152.78,152.7,152.767,152.752,0.026,0.017,236552,247451818
10/27/2015,'000012,国债指数,152.752,152.761,152.67,152.67,152.655,0.097,0.0635,324069,338797854
10/26/2015,'000012,国债指数,152.655,152.655,152.591,152.623,152.578,0.077,0.0505,431469,452150108
10/23/2015,'000012,国债指数,152.578,152.579,152.55,152.554,152.54,0.038,0.0249,88386,93286893
10/22/2015,'000012,国债指数,152.54,152.545,152.521,152.534,152.519,0.021,0.0138,156063,165613033
10/21/2015,'000012,国债指数,152.519,152.519,152.469,152.487,152.471,0.048,0.0315,267437,282272965
10/20/2015,'000012,国债指数,152.471,152.472,152.385,152.409,152.394,0.077,0.0505,248800,263615944
10/19/2015,'000012,国债指数,152.394,152.394,152.144,152.342,152.297,0.097,0.0637,494800,518223105
10/16/2015,'000012,国债指数,152.297,152.314,152.266,152.276,152.261,0.036,0.0236,445426,467537822
10/15/2015,'000012,国债指数,152.261,152.29,152.185,152.19,152.175,0.086,0.0565,215211,226509346
10/14/2015,'000012,国债指数,152.175,152.185,152.116,152.12,152.104,0.071,0.0467,419878,437435056
10/13/2015,'000012,国债指数,152.104,152.105,151.999,152.008,151.993,0.111,0.073,329512,340518641
10/12/2015,'000012,国债指数,151.993,151.994,151.843,151.846,151.801,0.192,0.1265,451699,471715082
10/9/2015,'000012,国债指数,151.801,151.803,151.749,151.749,151.734,0.067,0.0442,900469,936749363
10/8/2015,'000012,国债指数,151.734,151.926,151.723,151.742,151.623,0.111,0.0732,263008,273773735
9/30/2015,'000012,国债指数,151.623,151.631,151.574,151.614,151.599,0.024,0.0158,296795,306762049
9/29/2015,'000012,国债指数,151.599,151.599,151.561,151.562,151.547,0.052,0.0343,812322,832913661
9/28/2015,'000012,国债指数,151.547,151.55,151.528,151.548,151.505,0.042,0.0277,205158,211797243
9/25/2015,'000012,国债指数,151.505,151.508,151.472,151.502,151.487,0.018,0.0119,478205,483588595
9/24/2015,'000012,国债指数,151.487,151.488,151.424,151.487,151.472,0.015,0.0099,296676,305835082
9/23/2015,'000012,国债指数,151.472,151.501,151.459,151.484,151.469,0.003,0.002,799302,815241406
9/22/2015,'000012,国债指数,151.469,151.475,151.457,151.473,151.458,0.011,0.0073,398998,411360438
9/21/2015,'000012,国债指数,151.458,151.481,151.447,151.452,151.407,0.051,0.0337,662686,677394963
9/18/2015,'000012,国债指数,151.407,151.407,151.376,151.396,151.381,0.026,0.0172,119902,126339629
9/17/2015,'000012,国债指数,151.381,151.381,151.328,151.339,151.324,0.057,0.0377,235675,242877751
9/16/2015,'000012,国债指数,151.324,151.371,151.316,151.353,151.338,-0.014,-0.0093,191838,199290659
9/15/2015,'000012,国债指数,151.338,151.388,151.263,151.388,151.374,-0.036,-0.0238,607448,621851850
9/14/2015,'000012,国债指数,151.374,151.601,151.363,151.37,151.326,0.048,0.0317,231095,240700931
9/11/2015,'000012,国债指数,151.326,151.326,151.224,151.235,151.22,0.106,0.0701,429919,443233188
9/10/2015,'000012,国债指数,151.22,151.22,151.194,151.199,151.184,0.036,0.0238,132059,137226827
9/9/2015,'000012,国债指数,151.184,151.225,151.122,151.132,151.117,0.067,0.0443,519266,535023788
9/8/2015,'000012,国债指数,151.117,151.155,151.09,151.148,151.134,-0.017,-0.0112,330994,341403826
9/7/2015,'000012,国债指数,151.134,151.134,151.104,151.105,151.032,0.102,0.0675,405272,422792126
9/2/2015,'000012,国债指数,151.032,151.037,150.961,150.963,150.948,0.084,0.0556,485766,497691869
9/1/2015,'000012,国债指数,150.948,150.949,150.919,150.926,150.911,0.037,0.0245,507411,518939258
8/31/2015,'000012,国债指数,150.911,150.913,150.815,150.825,150.78,0.131,0.0869,525761,548293925
8/28/2015,'000012,国债指数,150.78,150.803,150.617,150.789,150.774,0.006,0.004,369973,377728410
8/27/2015,'000012,国债指数,150.774,150.784,150.737,150.764,150.749,0.025,0.0166,363450,372474154
8/26/2015,'000012,国债指数,150.749,150.749,150.682,150.715,150.7,0.049,0.0325,555463,569333162
8/25/2015,'000012,国债指数,150.7,150.753,150.666,150.753,150.738,-0.038,-0.0252,492263,503171273
8/24/2015,'000012,国债指数,150.738,150.764,150.695,150.761,150.717,0.021,0.0139,357257,367576665
8/21/2015,'000012,国债指数,150.717,150.717,150.641,150.679,150.664,0.053,0.0352,157531,160359960
8/20/2015,'000012,国债指数,150.664,150.664,150.625,150.627,150.612,0.052,0.0345,139986,145121904
8/19/2015,'000012,国债指数,150.612,150.663,150.497,150.611,150.597,0.015,0.01,352419,355722090
8/18/2015,'000012,国债指数,150.597,150.604,150.543,150.604,150.589,0.008,0.0053,475327,487873706
8/17/2015,'000012,国债指数,150.589,150.597,150.58,150.597,150.552,0.037,0.0246,230502,235744691
8/14/2015,'000012,国债指数,150.552,150.581,150.524,150.579,150.564,-0.012,-0.008,129653,134734824
8/13/2015,'000012,国债指数,150.564,150.588,150.437,150.541,150.526,0.038,0.0252,117864,120778982
8/12/2015,'000012,国债指数,150.526,150.555,150.495,150.552,150.537,-0.011,-0.0073,270054,280247969
8/11/2015,'000012,国债指数,150.537,150.578,150.537,150.574,150.559,-0.022,-0.0146,359068,363739982
8/10/2015,'000012,国债指数,150.559,150.57,150.525,150.567,150.522,0.037,0.0246,347119,354857979
8/7/2015,'000012,国债指数,150.522,150.523,150.39,150.457,150.442,0.08,0.0532,486935,496746795
8/6/2015,'000012,国债指数,150.442,150.443,150.351,150.357,150.342,0.1,0.0665,499151,508378209
8/5/2015,'000012,国债指数,150.342,150.342,150.276,150.28,150.265,0.077,0.0512,508035,523321068
8/4/2015,'000012,国债指数,150.265,150.356,150.228,150.354,150.339,-0.074,-0.0492,433094,442722592
8/3/2015,'000012,国债指数,150.339,150.357,150.32,150.34,150.295,0.044,0.0293,784409,798873961
7/31/2015,'000012,国债指数,150.295,150.394,150.294,150.394,150.379,-0.084,-0.0559,302276,308584477
7/30/2015,'000012,国债指数,150.379,150.432,150.327,150.33,150.316,0.063,0.0419,344112,353349184
7/29/2015,'000012,国债指数,150.316,150.316,150.259,150.281,150.265,0.051,0.0339,646632,661840148
7/28/2015,'000012,国债指数,150.265,150.265,150.122,150.188,150.173,0.092,0.0613,508546,519915297
7/27/2015,'000012,国债指数,150.173,150.254,150.136,150.253,150.209,-0.036,-0.024,266347,271042708
7/24/2015,'000012,国债指数,150.209,150.217,150.175,150.208,150.193,0.016,0.0107,141444,145815986
7/23/2015,'000012,国债指数,150.193,150.195,150.123,150.158,150.143,0.05,0.0333,543656,553243924
7/22/2015,'000012,国债指数,150.143,150.143,150.098,150.1,150.085,0.058,0.0386,325255,333411523
7/21/2015,'000012,国债指数,150.085,150.103,150.002,150.027,150.013,0.072,0.048,420519,434121677
7/20/2015,'000012,国债指数,150.013,150.013,149.735,149.737,149.693,0.32,0.2138,498799,508548483
7/17/2015,'000012,国债指数,149.693,149.72,149.68,149.712,149.697,-0.004,-0.0027,330894,339876014
7/16/2015,'000012,国债指数,149.697,149.717,149.682,149.7,149.685,0.012,0.008,301843,309495955
7/15/2015,'000012,国债指数,149.685,149.704,149.657,149.657,149.642,0.043,0.0287,230303,236045037
7/14/2015,'000012,国债指数,149.642,149.663,149.628,149.635,149.62,0.022,0.0147,327106,332655234
7/13/2015,'000012,国债指数,149.62,149.621,149.528,149.55,149.505,0.115,0.0769,309707,322599089
7/10/2015,'000012,国债指数,149.505,149.508,149.433,149.473,149.458,0.047,0.0314,696851,710959388
7/9/2015,'000012,国债指数,149.458,149.795,149.352,149.792,149.777,-0.319,-0.213,608267,629995503
7/8/2015,'000012,国债指数,149.777,149.813,149.713,149.789,149.774,0.003,0.002,784545,818421943
7/7/2015,'000012,国债指数,149.774,149.801,149.736,149.736,149.721,0.053,0.0354,517473,540196237
7/6/2015,'000012,国债指数,149.721,149.722,149.668,149.678,149.634,0.087,0.0581,338344,352466535
7/3/2015,'000012,国债指数,149.634,149.646,149.614,149.64,149.625,0.009,0.006,184402,191267703
7/2/2015,'000012,国债指数,149.625,149.625,149.576,149.583,149.568,0.057,0.0381,159101,163462707
7/1/2015,'000012,国债指数,149.568,149.659,149.476,149.653,149.64,-0.072,-0.0481,79611,81312388
6/30/2015,'000012,国债指数,149.64,149.693,149.612,149.645,149.631,0.009,0.006,149579,152909468
6/29/2015,'000012,国债指数,149.631,149.669,149.603,149.639,149.595,0.036,0.0241,292850,303749174
6/26/2015,'000012,国债指数,149.595,149.596,149.581,149.583,149.568,0.027,0.0181,162376,165923637
6/25/2015,'000012,国债指数,149.568,149.577,149.467,149.468,149.454,0.114,0.0763,130716,135431571
6/24/2015,'000012,国债指数,149.454,149.497,149.433,149.489,149.474,-0.02,-0.0134,124344,126942212
6/23/2015,'000012,国债指数,149.474,149.474,149.407,149.432,149.372,0.102,0.0683,305420,312626055
6/19/2015,'000012,国债指数,149.372,149.405,149.37,149.391,149.376,-0.004,-0.0027,126904,131570556
6/18/2015,'000012,国债指数,149.376,149.402,149.331,149.402,149.387,-0.011,-0.0074,319897,328750774
6/17/2015,'000012,国债指数,149.387,149.396,149.376,149.396,149.381,0.006,0.004,257343,263501402
6/16/2015,'000012,国债指数,149.381,149.384,149.325,149.362,149.347,0.034,0.0228,199061,204664442
6/15/2015,'000012,国债指数,149.347,149.352,149.283,149.288,149.243,0.104,0.0697,151403,156013770
6/12/2015,'000012,国债指数,149.243,149.272,149.186,149.247,149.232,0.011,0.0074,147704,151722890
6/11/2015,'000012,国债指数,149.232,149.308,149.167,149.255,149.241,-0.009,-0.006,207674,211682189
6/10/2015,'000012,国债指数,149.241,149.26,149.221,149.24,149.225,0.016,0.0107,78685,79950821
6/9/2015,'000012,国债指数,149.225,149.259,149.178,149.238,149.224,0.001,0.0007,89293,92457528
6/8/2015,'000012,国债指数,149.224,149.224,149.152,149.192,149.147,0.077,0.0516,208850,212412262
6/5/2015,'000012,国债指数,149.147,149.148,149.088,149.088,149.073,0.074,0.0496,255617,263045655
6/4/2015,'000012,国债指数,149.073,149.13,149.064,149.13,149.116,-0.043,-0.0288,180470,184930931
6/3/2015,'000012,国债指数,149.116,149.118,149.055,149.107,149.092,0.024,0.0161,488072,497607203
6/2/2015,'000012,国债指数,149.092,149.136,149.09,149.104,149.089,0.003,0.002,347726,355983824
6/1/2015,'000012,国债指数,149.089,149.098,148.939,148.953,148.911,0.178,0.1195,228979,237738231
5/29/2015,'000012,国债指数,148.911,149.005,148.911,148.999,148.984,-0.073,-0.049,153506,158311932
5/28/2015,'000012,国债指数,148.984,149.065,148.976,149.065,149.05,-0.066,-0.0443,622710,636984845
5/27/2015,'000012,国债指数,149.05,149.073,149.027,149.033,149.019,0.031,0.0208,443845,455189216
5/26/2015,'000012,国债指数,149.019,149.087,149.006,149.087,149.071,-0.052,-0.0349,140030,145567349
5/25/2015,'000012,国债指数,149.071,149.138,149.069,149.137,149.093,-0.022,-0.0148,275051,283906652
5/22/2015,'000012,国债指数,149.093,149.101,149.091,149.095,149.08,0.013,0.0087,263033,270745367
5/21/2015,'000012,国债指数,149.08,149.107,148.93,148.951,148.937,0.143,0.096,753458,780518761
5/20/2015,'000012,国债指数,148.937,149.139,148.92,149.131,149.116,-0.179,-0.12,229890,237431435
5/19/2015,'000012,国债指数,149.116,149.116,148.92,148.922,148.907,0.209,0.1404,357114,372883188
5/18/2015,'000012,国债指数,148.907,148.908,148.808,148.817,148.772,0.135,0.0907,449232,468178410
5/15/2015,'000012,国债指数,148.772,148.913,148.77,148.821,148.806,-0.034,-0.0228,742307,768861912
5/14/2015,'000012,国债指数,148.806,149.13,148.775,149.066,149.051,-0.245,-0.1644,712572,728461031
5/13/2015,'000012,国债指数,149.051,149.053,149.034,149.035,149.021,0.03,0.0201,65096,67057952
5/12/2015,'000012,国债指数,149.021,149.021,148.877,148.878,148.863,0.158,0.1061,257712,270123978
5/11/2015,'000012,国债指数,148.863,148.891,148.862,148.883,148.831,0.032,0.0215,329151,341913725
5/8/2015,'000012,国债指数,148.831,148.832,148.585,148.585,148.57,0.261,0.1757,104248,107747959
5/7/2015,'000012,国债指数,148.57,148.597,148.507,148.582,148.571,-0.001,-0.0007,74987,77523327
5/6/2015,'000012,国债指数,148.571,148.589,148.571,148.577,148.562,0.009,0.0061,127777,131779865
5/5/2015,'000012,国债指数,148.562,148.598,148.557,148.592,148.579,-0.017,-0.0114,212127,217844807
5/4/2015,'000012,国债指数,148.579,148.579,148.542,148.578,148.522,0.057,0.0384,59538,61875416
4/30/2015,'000012,国债指数,148.522,148.549,148.504,148.548,148.533,-0.011,-0.0074,199837,207647732
4/29/2015,'000012,国债指数,148.533,148.655,148.362,148.655,148.641,-0.108,-0.0727,200473,206386681
4/28/2015,'000012,国债指数,148.641,148.656,148.51,148.641,148.626,0.015,0.0101,263420,273866201
4/27/2015,'000012,国债指数,148.626,148.626,148.493,148.496,148.451,0.175,0.1179,229121,234054417
4/24/2015,'000012,国债指数,148.451,148.545,148.412,148.444,148.43,0.021,0.0141,532687,541243601
4/23/2015,'000012,国债指数,148.43,148.541,148.429,148.521,148.505,-0.075,-0.0505,303620,312660056
4/22/2015,'000012,国债指数,148.505,148.523,148.44,148.495,148.48,0.025,0.0168,562158,577285939
4/21/2015,'000012,国债指数,148.48,148.481,148.405,148.415,148.399,0.081,0.0546,323309,334399431
4/20/2015,'000012,国债指数,148.399,148.406,148.353,148.364,148.32,0.079,0.0533,215680,219541560
4/17/2015,'000012,国债指数,148.32,148.449,148.241,148.338,148.323,-0.003,-0.002,208345,211644192
4/16/2015,'000012,国债指数,148.323,148.328,148.134,148.143,148.127,0.196,0.1323,49271,51288427
4/15/2015,'000012,国债指数,148.127,148.365,148.04,148.364,148.35,-0.223,-0.1503,168075,175132212
4/14/2015,'000012,国债指数,148.35,148.353,148.263,148.278,148.264,0.086,0.058,105444,110446785
4/13/2015,'000012,国债指数,148.264,148.284,148.26,148.282,148.237,0.027,0.0182,73622,77559018
4/10/2015,'000012,国债指数,148.237,148.252,148.212,148.25,148.235,0.002,0.0013,289614,297496761
4/9/2015,'000012,国债指数,148.235,148.248,148.222,148.236,148.221,0.014,0.0094,324886,337375527
4/8/2015,'000012,国债指数,148.221,148.223,148.192,148.194,148.179,0.042,0.0283,233974,240997213
4/7/2015,'000012,国债指数,148.179,148.2,148.177,148.196,148.138,0.041,0.0277,117035,121850891
4/3/2015,'000012,国债指数,148.138,148.138,148.077,148.08,148.066,0.072,0.0486,175589,178773612
4/2/2015,'000012,国债指数,148.066,148.164,148.022,148.163,148.145,-0.079,-0.0533,512342,516341958
4/1/2015,'000012,国债指数,148.145,148.145,147.979,147.98,147.966,0.179,0.121,200689,207299043
3/31/2015,'000012,国债指数,147.966,148.045,147.946,148.044,148.029,-0.063,-0.0426,252339,257434050
3/30/2015,'000012,国债指数,148.029,148.046,148.025,148.046,148.001,0.028,0.0189,95937,98315649
3/27/2015,'000012,国债指数,148.001,148.03,147.994,148.028,148.013,-0.012,-0.0081,56721,59407529
3/26/2015,'000012,国债指数,148.013,148.02,148.009,148.02,148.007,0.006,0.0041,106494,108994051
3/25/2015,'000012,国债指数,148.007,148.011,148.004,148.009,147.994,0.013,0.0088,88393,91722631
3/24/2015,'000012,国债指数,147.994,148.016,147.99,148.015,148,-0.006,-0.0041,137163,141711972
3/23/2015,'000012,国债指数,148,148,147.984,147.987,147.942,0.058,0.0392,105292,108825392
3/20/2015,'000012,国债指数,147.942,147.96,147.897,147.959,147.944,-0.002,-0.0014,59629,61923670
3/19/2015,'000012,国债指数,147.944,147.945,147.854,147.854,147.84,0.104,0.0703,90433,93334419
3/18/2015,'000012,国债指数,147.84,147.962,147.84,147.933,147.918,-0.078,-0.0527,122449,126143655
3/17/2015,'000012,国债指数,147.918,147.924,147.877,147.889,147.874,0.044,0.0298,301367,311887979
3/16/2015,'000012,国债指数,147.874,147.912,147.872,147.91,147.866,0.008,0.0054,187883,195221582
3/13/2015,'000012,国债指数,147.866,147.866,147.76,147.823,147.808,0.058,0.0392,292339,305821104
3/12/2015,'000012,国债指数,147.808,147.814,147.797,147.81,147.795,0.013,0.0088,94612,100048498
3/11/2015,'000012,国债指数,147.795,147.811,147.778,147.804,147.789,0.006,0.0041,120699,126910969
3/10/2015,'000012,国债指数,147.789,147.816,147.752,147.766,147.752,0.037,0.025,68267,70628627
3/9/2015,'000012,国债指数,147.752,147.787,147.751,147.779,147.74,0.012,0.0081,68147,71529410
3/6/2015,'000012,国债指数,147.74,147.753,147.733,147.753,147.735,0.005,0.0034,110426,116436005
3/5/2015,'000012,国债指数,147.735,147.744,147.696,147.731,147.715,0.02,0.0135,160694,166261951
3/4/2015,'000012,国债指数,147.715,147.717,147.689,147.7,147.686,0.029,0.0196,95180,100988633
3/3/2015,'000012,国债指数,147.686,147.69,147.681,147.69,147.675,0.011,0.0074,52421,55024633
3/2/2015,'000012,国债指数,147.675,147.684,147.642,147.642,147.598,0.077,0.0522,267251,280409729
2/27/2015,'000012,国债指数,147.598,147.661,147.595,147.66,147.645,-0.047,-0.0318,174321,184101971
2/26/2015,'000012,国债指数,147.645,147.646,147.632,147.637,147.622,0.023,0.0156,306196,315135358
2/25/2015,'000012,国债指数,147.622,147.622,147.569,147.569,147.459,0.163,0.1105,44904,47686086
2/17/2015,'000012,国债指数,147.459,147.465,147.446,147.453,147.438,0.021,0.0142,155994,164372843
2/16/2015,'000012,国债指数,147.438,147.457,147.425,147.442,147.402,0.036,0.0244,233215,240587344
2/13/2015,'000012,国债指数,147.402,147.402,147.275,147.277,147.262,0.14,0.0951,329575,342971044
2/12/2015,'000012,国债指数,147.262,147.262,147.105,147.105,147.091,0.171,0.1163,220685,232094588
2/11/2015,'000012,国债指数,147.091,147.097,147.077,147.082,147.067,0.024,0.0163,330265,340831882
2/10/2015,'000012,国债指数,147.067,147.076,147.056,147.074,147.059,0.008,0.0054,105436,108246756
2/9/2015,'000012,国债指数,147.059,147.068,147.04,147.045,147.002,0.057,0.0388,342708,352461918
2/6/2015,'000012,国债指数,147.002,147.002,146.976,146.983,146.968,0.034,0.0231,119919,124919630
2/5/2015,'000012,国债指数,146.968,146.971,146.899,146.937,146.922,0.046,0.0313,454103,473752282
2/4/2015,'000012,国债指数,146.922,146.922,146.885,146.885,146.871,0.051,0.0347,452246,473285106
2/3/2015,'000012,国债指数,146.871,146.871,146.858,146.862,146.847,0.024,0.0163,192265,197032710
2/2/2015,'000012,国债指数,146.847,146.847,146.714,146.716,146.672,0.175,0.1193,63159,66050023
1/30/2015,'000012,国债指数,146.672,146.827,146.665,146.788,146.774,-0.102,-0.0695,361902,367452612
1/29/2015,'000012,国债指数,146.774,146.774,146.745,146.747,146.732,0.042,0.0286,219398,225458055
1/28/2015,'000012,国债指数,146.732,146.747,146.724,146.744,146.734,-0.002,-0.0014,295716,300933914
1/27/2015,'000012,国债指数,146.734,146.735,146.68,146.685,146.67,0.064,0.0436,369374,378394094
1/26/2015,'000012,国债指数,146.67,146.67,146.626,146.631,146.587,0.083,0.0566,430819,436749919
1/23/2015,'000012,国债指数,146.587,146.615,146.578,146.609,146.594,-0.007,-0.0048,309555,312080358
1/22/2015,'000012,国债指数,146.594,146.653,146.59,146.637,146.622,-0.028,-0.0191,180529,184556055
1/21/2015,'000012,国债指数,146.622,146.626,146.596,146.596,146.584,0.038,0.0259,360994,365229205
1/20/2015,'000012,国债指数,146.584,146.597,146.553,146.567,146.553,0.031,0.0212,307061,319914905
1/19/2015,'000012,国债指数,146.553,146.594,146.499,146.516,146.472,0.081,0.0553,94689,97933797
1/16/2015,'000012,国债指数,146.472,146.472,146.38,146.394,146.38,0.092,0.0629,237351,244299689
1/15/2015,'000012,国债指数,146.38,146.38,146.231,146.231,146.217,0.163,0.1115,128169,132624749
1/14/2015,'000012,国债指数,146.217,146.217,146.128,146.163,146.146,0.071,0.0486,326221,339231176
1/13/2015,'000012,国债指数,146.146,146.146,146.104,146.105,146.09,0.056,0.0383,182398,189504866
1/12/2015,'000012,国债指数,146.09,146.117,146.019,146.072,146.028,0.062,0.0425,255390,261369632
1/9/2015,'000012,国债指数,146.028,146.056,145.889,145.892,145.878,0.15,0.1028,225134,232086340
1/8/2015,'000012,国债指数,145.878,145.891,145.844,145.852,145.837,0.041,0.0281,84321,86335458
1/7/2015,'000012,国债指数,145.837,145.85,145.833,145.833,145.818,0.019,0.013,61176,62496427
1/6/2015,'000012,国债指数,145.818,145.864,145.799,145.814,145.798,0.02,0.0137,80318,82084865
1/5/2015,'000012,国债指数,145.798,145.813,145.751,145.753,145.679,0.119,0.0817,59787,60678077
12/31/2014,'000012,国债指数,145.679,145.777,145.678,145.774,145.758,-0.079,-0.0542,138641,143037866
12/30/2014,'000012,国债指数,145.758,145.766,145.72,145.722,145.708,0.05,0.0343,112110,114950006
12/29/2014,'000012,国债指数,145.708,145.712,145.698,145.711,145.666,0.042,0.0288,92905,94604486
12/26/2014,'000012,国债指数,145.666,145.668,145.628,145.631,145.617,0.049,0.0336,58849,60537218
12/25/2014,'000012,国债指数,145.617,145.617,145.513,145.54,145.525,0.092,0.0632,80409,82039987
12/24/2014,'000012,国债指数,145.525,145.547,145.49,145.491,145.477,0.048,0.033,181801,187534152
12/23/2014,'000012,国债指数,145.477,145.496,145.475,145.48,145.466,0.011,0.0076,890790,892402480
12/22/2014,'000012,国债指数,145.466,145.687,145.327,145.553,145.509,-0.043,-0.0296,67750,68730346
12/19/2014,'000012,国债指数,145.509,145.669,145.508,145.614,145.599,-0.09,-0.0618,78309,78917512
12/18/2014,'000012,国债指数,145.599,145.708,145.537,145.607,145.592,0.007,0.0048,45255,46085184
12/17/2014,'000012,国债指数,145.592,145.608,145.519,145.529,145.516,0.076,0.0522,285022,289524057
12/16/2014,'000012,国债指数,145.516,145.516,145.496,145.499,145.484,0.032,0.022,220651,225301119
12/15/2014,'000012,国债指数,145.484,145.597,145.461,145.463,145.419,0.065,0.0447,382175,385935355
12/12/2014,'000012,国债指数,145.419,145.572,145.418,145.464,145.449,-0.03,-0.0206,611696,617703072
12/11/2014,'000012,国债指数,145.449,145.485,145.44,145.474,145.46,-0.011,-0.0076,451585,453965644
12/10/2014,'000012,国债指数,145.46,145.555,145.459,145.529,145.514,-0.054,-0.0371,291539,293475108
12/9/2014,'000012,国债指数,145.514,145.539,145.464,145.476,145.461,0.053,0.0364,261630,264020187
12/8/2014,'000012,国债指数,145.461,145.465,145.419,145.434,145.39,0.071,0.0488,184620,185111119
12/5/2014,'000012,国债指数,145.39,145.399,145.311,145.399,145.386,0.004,0.0028,425379,431129673
12/4/2014,'000012,国债指数,145.386,145.405,145.382,145.403,145.388,-0.002,-0.0014,220095,220873598
12/3/2014,'000012,国债指数,145.388,145.395,145.363,145.395,145.381,0.007,0.0048,128363,129944063
12/2/2014,'000012,国债指数,145.381,145.406,145.372,145.404,145.389,-0.008,-0.0055,133542,133690048
12/1/2014,'000012,国债指数,145.389,145.422,145.271,145.414,145.372,0.017,0.0117,87788,90097879
11/28/2014,'000012,国债指数,145.372,145.372,145.316,145.356,145.34,0.032,0.022,88926,91950897
11/27/2014,'000012,国债指数,145.34,145.371,145.327,145.357,145.342,-0.002,-0.0014,52578,54399800
11/26/2014,'000012,国债指数,145.342,145.369,145.269,145.269,145.256,0.086,0.0592,149598,153603186
11/25/2014,'000012,国债指数,145.256,145.267,145.251,145.262,145.248,0.008,0.0055,140602,142312474
11/24/2014,'000012,国债指数,145.248,145.309,145.173,145.272,145.228,0.02,0.0138,232493,238772692
11/21/2014,'000012,国债指数,145.228,145.229,145.215,145.227,145.212,0.016,0.011,181549,186866720
